998
7397	9185
2602	6411
1764	4409
9985	9087
6579	2314
1999	2006
7859	1617
6443	2515
4882	423
4158	5466
4728	4118
3544	330
9117	584
6318	3927
1474	6593
6193	6989
8429	8526
5446	7956
6767	4116
1368	8247
5504	428
9669	8980
6598	3492
8463	4707
8614	7404
4130	9331
1456	9534
7858	7611
9912	1506
8081	6251
1371	8919
3595	6061
7204	1778
4686	7322
6310	525
6522	1147
388	7567
587	8082
5139	7631
9093	6415
269	3225
7411	6826
201	3225
8381	8418
7135	3470
6372	8280
3278	8299
4915	6253
7039	4938
2626	4006
4389	7910
5559	9385
3964	8273
1716	8651
6432	128
9425	5824
6096	7939
313	5038
3490	5080
3017	5068
3478	339
8182	8084
6965	8512
7246	2498
4227	8579
4728	9450
2834	5543
824	9830
1848	4538
4218	5541
5956	9141
3876	6647
8130	4326
2494	7096
1725	9055
8188	1337
4964	7845
604	6838
5783	3278
6968	7476
8157	9853
6768	4096
2269	9866
6729	7540
9148	4739
2653	9821
3805	6686
9242	1998
1841	7360
9329	2187
2967	7414
7284	159
3374	762
7710	5168
2368	8770
8235	7567
6500	4345
8397	7913
9878	6984
8030	1303
2010	2573
7971	2664
1682	1738
8702	8461
7483	2607
5501	3305
1008	7373
3237	9019
6408	3284
6490	5396
8036	4617
3221	7663
204	1830
1037	7936
9444	6339
6004	2298
7294	6435
8681	9201
7186	9205
7422	178
2744	6265
9438	8906
5746	7903
4333	8472
1247	4285
6244	3592
2944	5819
3004	3117
1330	781
8374	4075
8082	7952
3820	8019
2857	9218
303	1435
6772	9988
3762	5328
8446	1844
563	438
8705	1817
8865	7528
2481	2695
441	6834
2903	6564
5050	4219
6702	7801
3405	6867
3066	7569
165	4568
7079	8766
7847	7627
8803	2477
4110	5404
6712	4019
1073	8761
2065	7857
8369	1053
1093	1119
4870	4506
4649	6757
5704	7695
5417	6062
3810	7183
5956	4445
7250	5454
2678	539
6929	5153
9424	5437
2851	7263
5134	2310
2526	4112
3583	1584
2011	2763
4222	6945
4989	7981
1532	187
9314	8161
2317	1554
9702	5512
1500	8312
981	1728
3241	280
3607	1726
8899	3709
8897	3974
9168	7257
7820	1941
8972	3775
9645	8034
598	5310
465	6825
4047	1358
5692	8749
333	7839
8837	718
5094	3549
7923	2602
4241	7547
9469	4812
745	2717
9678	673
1383	3871
4745	6972
7588	3514
9048	2395
1984	1437
4218	2642
9340	2715
1697	5232
5436	5195
253	7614
9453	5056
2397	9891
1224	4414
3143	7905
753	5084
4634	9355
6644	3725
417	4404
2935	3355
9989	4457
8830	6223
3196	2793
3100	2284
9619	2654
1589	8861
1966	1674
4442	9007
7897	2190
325	1864
5210	4314
4197	1571
3516	4726
6838	9427
5408	5148
9000	3403
7395	602
4753	9267
4028	6989
9274	4522
2945	2944
797	1145
4080	3013
3541	2305
5999	9460
2017	2888
6656	1655
1838	6047
5732	8817
2347	4066
8750	4861
8428	9052
5675	4513
8491	8246
3009	4206
3420	5764
3357	3749
8259	7495
7944	6617
959	1369
3820	3889
2962	3449
5418	8492
4717	1828
9183	5992
8191	5041
2411	4444
5375	8587
4137	2573
4708	3827
1571	5106
5776	8136
2298	2540
8087	3512
3956	6950
2196	3443
4465	9694
9744	6671
7803	3648
6995	6626
2309	3170
1543	283
8659	4450
3994	5471
5880	3911
9771	4794
7004	3965
8062	1795
4758	634
9369	5338
121	2872
8897	6305
1695	1909
8454	8293
7716	2663
3022	5914
5626	8944
5652	9696
3177	6654
6447	3477
6073	6596
5989	8385
9078	1223
1480	3076
6338	6189
5126	2930
2221	6336
6327	4570
7830	9704
2496	982
4552	6248
6226	7341
6797	5899
6800	2113
9943	9217
9042	5852
9323	2276
5955	6979
3114	2222
1349	6942
5972	178
3354	5070
8009	507
5952	8952
1284	5113
8191	6371
203	6036
3420	2836
1628	8551
1206	7673
2447	7072
8161	9059
2245	7043
7114	3156
1124	5687
6523	8890
4189	5578
